system_id,word,ner
374,趙于婷,PERSON
374,台北,GPE
374,第次,ORDINAL
374,新北市,GPE
374,北大國,GPE
374,亞東醫院,ORG
374,第時,ORDINAL
374,亞東醫院,ORG
374,二,CARDINAL
374,亞東醫院,ORG
374,林恆甫,PERSON
374,林恆甫,PERSON
374,今天,DATE
374,第次,ORDINAL
374,洪,PERSON
374,個半小時,TIME
375,歲以上,DATE
375,歲以上,DATE
375,歲以上,DATE
375,歲以上,DATE
375,歲以上,DATE
376,曾健銘,PERSON
376,交通局,ORG
376,新北市三峽區北大國小,ORG
376,余,PERSON
376,交通局,ORG
376,今日,DATE
376,林麗珠,PERSON
376,昨日,DATE
376,余,PERSON
376,余翁,PERSON
376,今日上午,TIME
376,新北市交通局新北市警察局交通大隊,ORG
376,林麗珠,PERSON
376,林麗珠,PERSON
376,林麗珠,PERSON
376,半個月至個月,DATE
376,個星期,DATE
377,兩,CARDINAL
377,吳琪銘,PERSON
377,林姿佑,PERSON
377,國民黨,ORG
377,民進黨,ORG
378,三峽,LOC
378,美國,GPE
379,今天,DATE
379,天母,FAC
379,三峽,LOC
381,張柏源,PERSON
381,賴清德,PERSON
381,蕭美琴,PERSON
381,順天,ORG
381,順天堂,ORG
381,台灣泌尿科醫學會,ORG
381,兩,CARDINAL
381,賴清德,PERSON
381,蕭美琴,PERSON
381,順天堂,ORG
381,台灣,GPE
381,賴清德,PERSON
381,順天堂海,ORG
381,蕭美琴,PERSON
381,順天堂海,ORG
381,衛福部,ORG
381,年月日,DATE
381,順天堂海,ORG
381,衛福部中藥司,ORG
381,藥事法,LAW
381,三峽,LOC
381,順天堂藥廠股份有限公司,ORG
381,年月,DATE
381,日聲明,PERSON
381,順天堂,ORG
381,順天堂,ORG
381,順天堂,ORG
381,順天堂,ORG
381,台灣泌尿科醫學會,ORG
381,台灣泌尿科醫學會,ORG
381,賴清德,PERSON
381,蕭美琴,PERSON
381,順天堂,ORG
381,賴清德,PERSON
381,自由時報,WORK_OF_ART
381,年月日,DATE
381,賴清德,PERSON
381,總統府,FAC
381,高雄市社福慈善總會,ORG
381,賴清德,PERSON
381,蕭美琴,PERSON
381,年月日,DATE
381,蔡培慧,PERSON
381,蕭美琴,PERSON
381,南投,GPE
381,台灣泌尿科醫學會,ORG
381,千,CARDINAL
381,年月,DATE
381,資安,ORG
381,劉彥伯,PERSON
381,劉彥伯,PERSON
381,台灣,GPE
383,三峽,LOC
383,三百萬,CARDINAL
383,五百萬,MONEY
384,中國,NORP
384,三峽,LOC
384,日本,GPE
384,兩,CARDINAL
384,台灣,GPE
384,萬多,CARDINAL
384,萬多,CARDINAL
385,聯合新聞網,ORG
385,李定宇,PERSON
385,三峽,LOC
385,新北市,GPE
385,三峽北大國小,ORG
385,昨天,DATE
385,下午,TIME
385,張,PERSON
385,今天,DATE
385,三峽國中,ORG
385,昨天,DATE
385,余,PERSON
385,北大國小,ORG
385,今天,DATE
385,三峽國中,ORG
385,昨天,DATE
385,今天,DATE
386,國民黨,ORG
386,新北市,GPE
387,李育道,PERSON
387,三峽,LOC
387,新北市,GPE
387,三峽區,GPE
387,北大國小,ORG
387,昨日,DATE
387,下午,TIME
387,余,PERSON
387,三峽國中,ORG
387,昨日,DATE
387,今日,DATE
387,余,PERSON
387,北大國小,ORG
387,北大國小,ORG
388,蔡秉宏,PERSON
388,新北,GPE
388,賴清德,PERSON
388,賴清德,PERSON
388,新北三峽,LOC
388,賴清德,PERSON
388,賴清德,PERSON
388,中央,ORG
388,年前,DATE
388,賴清德,PERSON
388,今年,DATE
388,萬,CARDINAL
388,路權促進會,ORG
388,陳法君,PERSON
388,台灣,GPE
388,年前,DATE
388,立法院,ORG
388,江啟臣,PERSON
388,分鐘,TIME
388,三峽,LOC
388,立院,ORG
388,吳思瑤,PERSON
388,陳玉珍,PERSON
389,張柏源,PERSON
389,余,PERSON
389,左年,PERSON
389,新北三峽區,GPE
389,黃家賢,PERSON
389,黃家賢,PERSON
389,余,PERSON
389,左年,PERSON
389,新北三峽區,GPE
389,黃家賢,PERSON
389,黃家賢,PERSON
389,新北市,GPE
389,國成路,LOC
389,北大國,GPE
389,下午,TIME
389,余,PERSON
389,亞東醫院,ORG
389,晚間,TIME
389,余,PERSON
389,余,PERSON
389,男子日,PERSON
389,新北市三峽區,GPE
389,余,PERSON
389,余,PERSON
389,沈政男,PERSON
389,余,PERSON
389,三峽區龍恩里,GPE
389,黃家賢,PERSON
389,日晚日,TIME
389,板橋亞東醫院,FAC
389,余,PERSON
389,龍恩里,PERSON
389,余,PERSON
389,黃家賢,PERSON
389,余,PERSON
389,余,PERSON
389,余,PERSON
389,中午,TIME
389,北大特區,GPE
389,下午,TIME
389,北大國小,FAC
389,國慶路,LOC
389,隔年,DATE
389,三峽,LOC
389,余,PERSON
389,年前,DATE
389,新北警,ORG
389,余,PERSON
389,余,PERSON
389,八,CARDINAL
390,五年前,DATE
390,日本,GPE
390,今天,DATE
390,台灣人,NORP
390,台灣人,NORP
390,三峽,LOC
391,三峽,LOC
391,數十,CARDINAL
391,台灣,GPE
392,昨天,DATE
392,三,CARDINAL
392,今天,DATE
393,三蘆,CARDINAL
393,三峽人,NORP
394,三峽,LOC
394,哇勒,PERSON
395,邪門路口,FAC
395,六,CARDINAL
395,晚上,TIME
395,谷歌,ORG
395,三,CARDINAL
395,國成街,FAC
395,三,CARDINAL
395,中文字,LANGUAGE
395,中文字,LANGUAGE
395,中文字,LANGUAGE
396,鄭嘉欣,PERSON
396,陳芬芬,PERSON
396,台灣,GPE
396,日本,GPE
396,歐,LOC
396,美,GPE
396,日,GPE
396,歐美,LOC
396,日本,GPE
396,余文正,PERSON
396,行政院,ORG
396,交通部,ORG
396,三,CARDINAL
396,日本,GPE
396,大阪府地院,ORG
396,三峽,LOC
396,日,GPE
396,韓,GPE
397,余文正,PERSON
397,三,CARDINAL
398,美國,GPE
398,哥布林,PERSON
399,安安,PERSON
399,阿肥,PERSON
399,昨天,DATE
399,三峽,LOC
400,三峽人,NORP
400,北大人,NORP
400,三峽人,NORP
400,北大,ORG
400,三峽市區,LOC
400,三峽,LOC
401,今天,DATE
402,三立,PERSON
402,三峽,LOC
402,世壯運,PERSON
402,幾歲,DATE
402,徐珮華,PERSON
402,余,PERSON
402,昨日,DATE
402,新北市,GPE
402,北大國小,ORG
402,三峽國中,ORG
402,裕仁,PERSON
402,幾歲,DATE
402,兩,CARDINAL
402,日前,DATE
402,不少年,DATE
402,苦苓,PERSON
402,幾歲,DATE
402,苦苓,PERSON
402,前幾天,DATE
402,花蓮,GPE
403,今日,DATE
403,劉松霖,PERSON
403,新北市,GPE
403,下午,TIME
403,新北三峽,LOC
403,昨天,DATE
403,余,PERSON
403,三峽,LOC
403,北大國小,ORG
403,何孟臨,PERSON
403,萬,CARDINAL
403,何孟臨,PERSON
403,十年以上,DATE
403,第三,ORDINAL
403,萬元,MONEY
403,萬元,MONEY
403,何孟臨,PERSON
403,第三,ORDINAL
403,三五年,DATE
403,何孟臨,PERSON
403,余,PERSON
403,余,PERSON
403,保險法,LAW
403,好幾年,DATE
403,何孟臨,PERSON
403,今年月日,DATE
403,何孟臨,PERSON
403,第三,ORDINAL
403,幾年,DATE
403,第步,ORDINAL
403,何孟臨,PERSON
403,余,PERSON
403,年柯,PERSON
403,柯重宇,PERSON
403,柯,PERSON
403,年底,DATE
403,毛錢,PERSON
403,二百萬元,MONEY
403,台灣,NORP
404,台大,ORG
404,三,CARDINAL
404,兔兔,PERSON
405,安安,PERSON
405,洨魯,PERSON
405,這兩天,DATE
405,三峽,LOC
406,第三,ORDINAL
407,三峽太子國際村,FAC
407,幾公尺,QUANTITY
408,三峽,LOC
408,余文正,PERSON
408,昨天,DATE
408,三,CARDINAL
408,大同大學,ORG
408,大同公司,ORG
408,台灣,GPE
408,大同大學,ORG
408,余文正,PERSON
409,交通部,ORG
409,台灣,GPE
409,萬,CARDINAL
409,台灣,GPE
409,從年至年,DATE
409,日本丹麥,GPE
409,瑞典,GPE
409,東南亞,LOC
409,泰國人,NORP
409,台灣,GPE
409,日本,GPE
409,澳洲紐西蘭南韓,GPE
409,台灣,GPE
409,美國人,NORP
409,西蘭人,GPE
409,南韓人,NORP
409,日本人,NORP
409,台灣,GPE
410,週末,DATE
410,花蓮,GPE
410,昨天,DATE
410,三峽,LOC
410,台灣,GPE
410,前年,DATE
410,台灣,GPE
411,美國,GPE
411,台灣,GPE
411,胡忠賢,PERSON
411,歐,LOC
411,美,NORP
411,歐,LOC
411,台灣,GPE
411,今天,DATE
412,仲丘,PERSON
414,北榮院區,FAC
414,張貴翔,PERSON
414,北榮院,FAC
414,爆料網,PERSON
414,新北市,GPE
414,三峽日,LOC
414,今日中午,TIME
414,台北,GPE
414,榮民總醫院,FAC
415,昨天,DATE
415,余正,PERSON
415,今天早上,TIME
415,三峽余翁,PERSON
415,大同公司,ORG
415,臺灣,GPE
415,臺北,GPE
415,第號,ORDINAL
415,持股委員會,ORG
415,年月日,DATE
415,年度,DATE
415,余正,PERSON
415,自年月日至年月日止,DATE
415,年月日,DATE
415,桃園縣,GPE
415,云云,PERSON
415,余正處,PERSON
415,余正,PERSON
415,林蔚山,PERSON
415,郭文艷,PERSON
415,余翁,PERSON
415,余翁,PERSON
416,中央社,ORG
416,趙敏雅,PERSON
416,三峽,LOC
416,中央社,ORG
416,趙敏雅,PERSON
416,新北日,GPE
416,三峽區,GPE
416,北大國小,ORG
416,昨天,DATE
416,今天,DATE
416,新北市,GPE
416,三峽區,GPE
416,北大國小,ORG
416,昨天,DATE
416,下午,TIME
416,余,PERSON
416,三峽警分局,ORG
416,交通大隊,ORG
416,今天,DATE
416,三峽警分局,ORG
416,李,PERSON
416,李,PERSON
416,昨天,DATE
416,今天,DATE
416,三峽國中,ORG
416,戴光育,PERSON
417,三峽,LOC
417,中國,GPE
417,三峽,LOC
418,新北三峽歲,DATE
418,昨天,DATE
419,三立新聞網,ORG
419,莊淇鈞,PERSON
419,新北,GPE
419,新北市,GPE
419,三峽區,GPE
419,昨天,DATE
419,余文正,PERSON
419,餘,CARDINAL
419,余翁,PERSON
419,余翁,PERSON
419,余翁,PERSON
419,余翁,PERSON
419,三立新聞網,ORG
419,余,PERSON
419,余妻,PERSON
419,余文正,PERSON
419,國光國成街口,FAC
419,今早,TIME
419,余男,PERSON
420,三峽,LOC
420,十年以上,DATE
421,三峽,LOC
422,北大國,GPE
422,工會,ORG
422,北大國小,ORG
422,日本,GPE
423,三峽,LOC
423,台灣,GPE
423,聯合報,WORK_OF_ART
423,王慧瑛,PERSON
423,李定宇,PERSON
423,張策,PERSON
423,余,PERSON
423,余,PERSON
423,昨天,DATE
423,苗栗,GPE
423,三峽,LOC
423,台灣,GPE
423,今天,DATE
423,下午時分,TIME
423,亞東醫院,FAC
423,昨天,DATE
423,中午,TIME
423,苗栗,GPE
423,三峽,LOC
423,下午,TIME
423,余,PERSON
423,大同公司,ORG
423,苗栗,GPE
423,愛北,GPE
423,今天,DATE
423,下午,TIME
423,年前,DATE
423,約萬多元,MONEY
424,梭哈,PERSON
427,中時新聞網,ORG
427,中時新聞網,ORG
427,楊雅婷,PERSON
427,余,PERSON
427,三峽,LOC
427,北大國,GPE
427,達志,PERSON
427,三峽,LOC
427,北大國,GPE
427,下午,TIME
427,余,PERSON
427,余男,PERSON
427,今年月,DATE
427,台灣,GPE
427,至歲,DATE
427,德國,GPE
427,法國,GPE
427,中時新聞網,ORG
427,日本,GPE
427,南韓,GPE
427,大陸,GPE
427,香港,GPE
427,新加坡,GPE
427,白天,TIME
427,英國,GPE
427,德國,GPE
427,德國,GPE
427,法國,GPE
427,荷蘭,GPE
427,美國,GPE
427,美國,GPE
427,加州,GPE
427,羅里達州,GPE
427,伊利諾伊州,GPE
427,加拿大,GPE
427,安大略,GPE
427,卑詩省,GPE
427,澳洲,GPE
427,新南威爾斯州,GPE
427,新南威爾斯州,GPE
427,多利亞州,GPE
427,紐西蘭,GPE
427,新北市三峽區,GPE
427,國慶路,FAC
427,國成街,FAC
427,三峽,LOC
427,北市,GPE
427,三峽,LOC
427,年前,DATE
427,三峽,LOC
427,年前,DATE
427,三峽,LOC
427,嘉義監理所,ORG
427,張駕照,PERSON
427,新北社會局,ORG
427,力交通部,ORG
427,新北,GPE
427,三峽歲,DATE
427,台灣,GPE
427,今日,DATE
427,交通部,ORG
427,四,CARDINAL
427,二,CARDINAL
427,前年,DATE
427,三,CARDINAL
427,四,CARDINAL
427,多年,DATE
427,交通部,ORG
427,交通部,ORG
427,過年,DATE
427,交通部,ORG
427,立法院,ORG
427,交通部,ORG
427,交通部,ORG
427,交通部,ORG
428,平安妻,PERSON
428,陳以昇,PERSON
428,郭玗潔,PERSON
428,新北,GPE
428,新北市,GPE
428,三峽區,GPE
428,余,PERSON
428,男子日,PERSON
428,余男,PERSON
428,余男,PERSON
428,余男,PERSON
428,余妻,PERSON
428,當天,DATE
428,余男,PERSON
428,苗栗,GPE
428,三峽,LOC
428,余男,PERSON
428,今天,DATE
428,余男,PERSON
428,余男,PERSON
428,大同公司英國分公司,ORG
428,余妻,PERSON
428,早上,TIME
428,當天,DATE
428,余男,PERSON
428,苗栗,GPE
428,三峽,LOC
428,下午點,TIME
428,余男,PERSON
428,下午,TIME
428,中行,ORG
428,北大國小,ORG
428,余男,PERSON
428,余,PERSON
430,今天,DATE
430,高雄人,NORP
430,高雄,GPE
432,兩,CARDINAL
432,三峽,LOC
433,新北市,GPE
433,三峽區,GPE
433,下午,TIME
433,余,PERSON
433,國光街,FAC
433,國成街口,FAC
433,北大國,GPE
434,昨天,DATE
434,余老翁,PERSON
434,三,CARDINAL
434,今天,DATE
434,余老翁,PERSON
434,新北市交通局,ORG
434,余老翁,PERSON
435,三峽,LOC
435,余翁,PERSON
435,麗寶康水花園,FAC
435,康水花園,FAC
435,~萬,CARDINAL
435,余翁,PERSON
436,第天,DATE
436,第天,DATE
436,陳以昇,PERSON
436,劉人,PERSON
436,新北,GPE
436,新北市,GPE
436,三峽區,GPE
436,北大國小,ORG
436,劉文章,PERSON
436,今日,DATE
436,北大國小,ORG
436,今天,DATE
436,陳以昇,PERSON
436,新北警,ORG
436,下午,TIME
436,▲▼三峽,LOC
436,第天,DATE
436,陳以昇,PERSON
436,劉文章,PERSON
436,早上,TIME
436,今天,DATE
436,今天,DATE
436,陳以昇,PERSON
437,三峽,LOC
437,這幾年,DATE
437,台灣,GPE
438,三,CARDINAL
438,台灣,GPE
438,萬元,MONEY
438,萬元,MONEY
438,萬元,MONEY
438,道路交通管理處罰條例,LAW
438,"新臺幣,元",MONEY
438,個月,DATE
438,"新臺幣,元",MONEY
438,台灣,GPE
438,美國,GPE
438,台灣,GPE
438,數百萬美元,MONEY
438,日本,GPE
438,萬日圓,PERSON
438,美,GPE
438,日,GPE
439,大同,GPE
439,黃國昌,PERSON
439,國防部,ORG
439,大同民進黨,ORG
441,三峽,LOC
441,程子奕,PERSON
441,新北市三峽區,LOC
441,昨日,DATE
441,余,PERSON
441,會局,ORG
441,今日,DATE
441,下午,TIME
441,余,PERSON
441,三峽區,LOC
441,新北市社會局,ORG
441,許秀能,PERSON
441,昨日,DATE
441,新台幣萬元,MONEY
441,民國年,DATE
441,三峽區,GPE
441,社會局,ORG
441,新北市社會局,ORG
441,許秀能,PERSON
441,新北,GPE
441,萬元,MONEY
441,萬元,MONEY
441,萬元,MONEY
441,許秀能,PERSON
441,新北市,GPE
442,酒駕保險公司,ORG
443,三峽國中,ORG
443,三峽國中,ORG
444,黃衣男,PERSON
445,整天,DATE
445,三峽,LOC
445,余文正,PERSON
445,民進黨,ORG
445,吳琪銘,PERSON
445,林姿佑,PERSON
445,余翁,PERSON
445,交通部,ORG
445,民進黨,ORG
445,葉宜津,PERSON
445,鄭運鵬,PERSON
446,交通部,ORG
446,日本,GPE
447,林杯,PERSON
449,三峽,LOC
449,卓冠廷,PERSON
449,李欣潔,PERSON
449,三峽區,GPE
449,北大國,GPE
449,昨天日,GPE
449,下午,TIME
449,民進黨,ORG
449,新北市,GPE
449,卓冠廷,PERSON
449,臉書文,PERSON
449,北大國小旁的國成街,FAC
449,時分,TIME
449,冠廷,PERSON
449,卓冠廷,PERSON
449,國成街,FAC
449,北大國小,ORG
449,冠廷,PERSON
449,卓冠廷,PERSON
449,下午,TIME
449,冠廷,PERSON
450,雙北,GPE
451,三峽事件,EVENT
451,三秒,TIME
451,台灣,GPE
451,三,CARDINAL
451,兩,CARDINAL
451,過去三年,DATE
451,三等親,CARDINAL
453,三,CARDINAL
453,鏡報,WORK_OF_ART
453,新北三峽,LOC
453,昨日,DATE
453,余文正,PERSON
453,北大國,FAC
453,台,GPE
453,余文正,PERSON
453,昨天,DATE
453,下午,TIME
453,余文正,PERSON
453,余文正,PERSON
453,大同,GPE
453,幾十年,DATE
453,最後,ORDINAL
453,三峽,LOC
453,大同公司,ORG
453,三峽,LOC
453,土城,GPE
453,大同人,NORP
453,余文正,PERSON
453,泰國,GPE
453,大同,ORG
453,日本,GPE
453,日本大同,ORG
453,大同大學,ORG
453,大同公司,ORG
453,余文正,PERSON
453,昨晚,TIME
453,大同公司,ORG
453,昨天,DATE
453,余文正,PERSON
453,余文正,PERSON
453,余文正,PERSON
453,昨天,DATE
453,北大國小,ORG
454,三峽,LOC
454,交通部,ORG
454,聯合報,ORG
454,胡瑞玲,PERSON
454,台北,PERSON
454,三峽,LOC
454,範法,PERSON
454,交通部,ORG
454,今晚,TIME
454,交通部長,ORG
454,陳世凱,PERSON
454,交通部,ORG
454,陳彥伯,PERSON
454,陳文瑞,PERSON
454,交通部,ORG
454,林福山,PERSON
454,交通部,ORG
454,約萬,CARDINAL
454,約萬,CARDINAL
454,萬,CARDINAL
454,萬,CARDINAL
455,台南玉井區,GPE
455,三立新聞網,ORG
455,林昱孜,PERSON
455,台南,GPE
455,新北市,GPE
455,下午,TIME
455,余,PERSON
455,今日傍,TIME
455,晚時許,TIME
455,台南市,GPE
456,二天,DATE
456,三峽,LOC
456,生教,PERSON
457,三,CARDINAL
457,台灣,GPE
457,天安門,FAC
457,今天,DATE
458,程子奕,PERSON
458,三峽,LOC
458,土城醫院,ORG
458,兩三天,DATE
458,新北市,GPE
458,昨天,DATE
458,日,GPE
458,新北市立土城醫院,ORG
458,游明晉,PERSON
458,今日,DATE
458,下午,TIME
458,五,CARDINAL
458,未來兩三天,DATE
458,昨天,DATE
458,新北市立土城醫院,ORG
458,五,CARDINAL
458,游明晉,PERSON
458,月日,DATE
458,明天,DATE
458,三,CARDINAL
458,兩,CARDINAL
458,昨天,DATE
458,兩三天,DATE
459,三峽,LOC
460,今天,DATE
460,賴清德,PERSON
460,張瑞山,PERSON
460,中天,ORG
460,賴清德,PERSON
461,臺灣,GPE
461,幾年,DATE
461,民進黨,ORG
462,三峽,LOC
462,翁,PERSON
462,中時新聞網,ORG
462,戴志揚,PERSON
462,新北市,GPE
462,余,PERSON
462,三峽國中,ORG
462,余男,PERSON
462,昨天,DATE
462,余,PERSON
462,年前,DATE
462,年月日,DATE
462,峽國慶路,LOC
462,余,PERSON
462,下午,TIME
462,三峽,LOC
462,國成街,FAC
462,國光街,FAC
462,余男,PERSON
462,余男,PERSON
462,新北市,GPE
462,日,GPE
462,日,GPE
463,台男,PRODUCT
463,寶獅,PRODUCT
463,個月,DATE
463,兩米,QUANTITY
463,侯,PERSON
463,早上,TIME
463,澎澎,ORG
463,夏天,DATE
463,三峽事件,EVENT
464,吳仁捷,PERSON
464,三峽,LOC
464,先肇,PERSON
464,新北市,GPE
464,三峽北大,ORG
464,余文正,PERSON
464,余翁,PERSON
464,三峽,LOC
464,余翁,PERSON
464,國成街國光路,LOC
464,余翁,PERSON
464,余翁,PERSON
464,洪,PERSON
464,北大國小,ORG
464,余翁,PERSON
464,余翁,PERSON
464,洪婦,PERSON
464,余翁,PERSON
464,余翁肇,PERSON
464,洪,PERSON
464,余翁,PERSON
464,兩,CARDINAL
464,洪,PERSON
465,台灣路,PERSON
466,胡瑞玲,PERSON
466,明年,DATE
466,交通部,ORG
466,三峽,LOC
466,交通部長,ORG
466,陳世凱,PERSON
466,今晚,TIME
466,花個月,DATE
466,明年,DATE
466,陳世凱,PERSON
466,三峽,LOC
466,昨天,DATE
466,三,CARDINAL
466,交通部,ORG
466,公路局,ORG
466,陳世凱,PERSON
466,第二,ORDINAL
466,第三,ORDINAL
466,陳世凱,PERSON
466,蘇,GPE
466,第二,ORDINAL
466,台灣,GPE
466,陳世凱,PERSON
466,約萬,CARDINAL
466,萬,CARDINAL
466,陳世凱,PERSON
466,日本,GPE
466,滿歲以上,DATE
466,滿歲,DATE
466,陳世凱,PERSON
466,日本,GPE
466,公路局,ORG
466,陳世凱,PERSON
466,明年,DATE
467,中國化,NORP
467,南京東路重慶南路,LOC
467,三峽,LOC
467,長江,LOC
467,三峽,LOC
467,新北三峽,LOC
467,長江三峽,LOC
467,中國化,NORP
467,三,CARDINAL
467,中文字,LANGUAGE
467,中文字,LANGUAGE
467,中文字,LANGUAGE
469,昨天,DATE
469,三峽,LOC
469,本魯,PERSON
469,昨天,DATE
469,昨天,DATE
470,聯合報,WORK_OF_ART
470,二零七年,DATE
470,七十五歲以上,DATE
470,陳文瑞,PERSON
470,陳,PERSON
470,零六年,DATE
470,八十六萬千六百四十四,CARDINAL
470,八十萬千五百四十四,CARDINAL
470,百分之九十三點五,PERCENT
470,百分之六點,PERCENT
470,中國時報,WORK_OF_ART
470,五,CARDINAL
470,陳世凱,PERSON
470,陳,PERSON
470,自由時報,WORK_OF_ART
470,七十五歲以上,DATE
470,第當,ORDINAL
470,二,CARDINAL
470,三,CARDINAL
470,自由時報,WORK_OF_ART
470,七十歲,DATE
470,林福山,PERSON
470,林,PERSON
470,十年前零六年,DATE
470,日本,GPE
470,亞洲,LOC
470,日本,GPE
470,七十歲以上,DATE
470,陳抗,PERSON
470,陳,PERSON
470,陳抗,PERSON
470,三,CARDINAL
470,交通部,ORG
470,中國時報,WORK_OF_ART
470,陳,PERSON
470,六年,DATE
470,今年二月,DATE
470,這幾年,DATE
470,今日,DATE
470,林,PERSON
470,經濟日報,WORK_OF_ART
470,陳,PERSON
470,公路局,ORG
470,三,CARDINAL
470,林,PERSON
471,大同,GPE
472,賴功德,PERSON
472,兩,CARDINAL
472,民進黨,ORG
472,隔年,DATE
472,賴功德,PERSON
473,上禮拜,DATE
473,花蓮姦殺案,EVENT
473,這禮拜,DATE
473,三峽,LOC
473,徐志皓,PERSON
473,半年後,DATE
473,徐志皓,PERSON
473,半,CARDINAL
473,申請國賠,PERSON
473,徐男三,PERSON
473,年左右,DATE
473,二審,CARDINAL
474,壹蘋新聞網,ORG
474,江宜潔,PERSON
474,新北,GPE
474,三峽,LOC
474,昨日,DATE
474,下午,TIME
474,余,PERSON
474,洪,PERSON
474,二,CARDINAL
474,五年前,DATE
474,胡采蘋,PERSON
474,三峽,LOC
474,余男,PERSON
474,五年前,DATE
474,國光街,FAC
474,國成街口,FAC
474,國慶路,FAC
474,余男,PERSON
474,學成路,FAC
474,國慶路,FAC
474,下午,TIME
474,下午時分,TIME
474,余男,PERSON
474,余男,PERSON
474,第二,ORDINAL
474,余男,PERSON
474,余男,PERSON
474,兩,CARDINAL
474,三,CARDINAL
474,余男,PERSON
474,余男,PERSON
474,余男,PERSON
474,余男,PERSON
474,兩,CARDINAL
475,壹蘋新聞網,ORG
475,莊曜聰,PERSON
475,台南玉井,GPE
475,新北市,GPE
475,昨天,DATE
475,今天,DATE
475,下午,TIME
475,台南市玉井區,GPE
475,兩,CARDINAL
475,台南市消防局,ORG
475,今天,DATE
475,下午,TIME
475,玉井區玉井農會,FAC
475,麻豆新樓醫院,ORG
475,晚間時分,TIME
475,玉井農會,FAC
475,傍晚,TIME
476,台南,GPE
476,林東良,PERSON
476,邱中岳,PERSON
476,台南,GPE
476,新北市,GPE
476,三峽區,GPE
476,下午,TIME
476,台南市玉井區,GPE
476,中華路,LOC
476,傍晚,TIME
476,台南市消防局,ORG
476,中華路,LOC
476,成行人,NORP
476,麻豆新樓醫院,ORG
477,聯合新聞網,ORG
477,聯合報,ORG
477,胡瑞玲,PERSON
477,台北,GPE
477,陳世凱,PERSON
477,三峽歲,DATE
477,交通部,ORG
477,陳抗遍,PERSON
477,交通部長,ORG
477,陳世凱,PERSON
477,陳抗,PERSON
477,交通部,ORG
477,三峽歲,DATE
477,交通部,ORG
477,交通部長,ORG
477,陳世凱,PERSON
477,交通部,ORG
477,今天,DATE
477,行人零死亡推動聯盟,ORG
477,陳愷寧,PERSON
477,台灣,GPE
477,交通部,ORG
477,周日,DATE
477,交通部,ORG
477,台灣,GPE
477,交通部長,ORG
477,陳世凱,PERSON
477,今晚間,TIME
477,三峽,LOC
477,交通部,ORG
477,陳抗,PERSON
477,陳世凱,PERSON
477,交通部,ORG
477,陳世凱,PERSON
477,交通部,ORG
477,交通部,ORG
477,交通部,ORG
477,交通部,ORG
477,公路局,ORG
478,三峽歲,DATE
478,幾年,DATE
478,台南,GPE
479,今天,DATE
479,三峽,LOC
480,中時,ORG
480,簡銘柱,PERSON
480,新北市,GPE
480,昨日,DATE
480,下午,TIME
480,大同公司,ORG
480,余,PERSON
480,北大國小,FAC
480,鏡周刊,ORG
480,余男,PERSON
480,大同公司,ORG
480,泰國,GPE
480,日本,GPE
480,大同大學,ORG
480,大同,GPE
480,余男車,PERSON
480,幾公里,QUANTITY
480,余男,PERSON
480,余男,PERSON
480,北大國小,FAC
480,百公尺,QUANTITY
480,台灣,GPE
480,本田,ORG
481,台視,ORG
481,張碧珊,PERSON
481,交通部,ORG
481,新北,GPE
481,余,PERSON
481,交通部長,ORG
481,陳世凱,PERSON
481,今天,DATE
481,三,CARDINAL
481,交通部,ORG
481,陳世凱,PERSON
481,今天,DATE
481,三,CARDINAL
481,陳世凱,PERSON
481,台灣,GPE
481,交通部,ORG
481,三峽,LOC
481,陳世凱,PERSON
481,台灣,GPE
481,台灣,GPE
481,台灣,GPE
481,交通部,ORG
481,日本,GPE
481,交通部,ORG
481,衛福部,ORG
481,交通部,ORG
481,半天,DATE
481,陳世凱,PERSON
481,交通部,ORG
482,三峽,LOC
482,新聞網,ORG
482,江怡臻,PERSON
482,新北市三峽區,GPE
482,新北市,GPE
482,江怡臻,PERSON
482,今日,DATE
482,三峽,LOC
482,三峽國中,ORG
482,新北市,GPE
482,江怡臻,PERSON
482,下午,TIME
482,江怡臻,PERSON
482,今天下午,TIME
483,昨天,DATE
484,三峽慘案,EVENT
484,下午四點,TIME
484,五點,TIME
484,三,CARDINAL
484,十,CARDINAL
484,五點,TIME
484,晚上十點,TIME
485,幾天,DATE
485,第時,ORDINAL
485,昨天,DATE
485,三峽,LOC
485,這幾年,DATE
485,維基百科,PERSON
485,王秉華,PERSON
485,年月,DATE
485,新北市新店區,GPE
485,王秉華,PERSON
485,林○○,PERSON
485,林○○,PERSON
485,臺灣臺北地方檢察署,ORG
485,王秉華,PERSON
485,臺灣,GPE
485,臺北,GPE
485,年月日晚上點半,TIME
486,前天,DATE
486,花蓮,GPE
486,蘇,PERSON
486,昨天,DATE
486,三峽歲,DATE
486,余男,PERSON
486,今天,DATE
486,台南歲,DATE
486,三天,DATE
486,台男,GPE
486,台灣,GPE
486,台女,GPE
487,台,GPE
487,台灣,GPE
488,李姿慧,PERSON
488,三峽歲,DATE
488,交通部,ORG
488,去年,DATE
488,萬,CARDINAL
488,交通部,ORG
488,去年,DATE
488,萬,CARDINAL
488,去年,DATE
488,交通部,ORG
488,第二,ORDINAL
488,第三,ORDINAL
488,去年,DATE
488,第三,ORDINAL
489,中央社,ORG
489,王鴻國,PERSON
489,新北議,ORG
489,市府,FAC
489,中央社,ORG
489,王鴻國,PERSON
